case_history_id,occurrence_id,site_key,site_id,number,street,source_location,street_nodir,parcel_id,address,match_method,Index
bza-bssed-slu2021-00023-spr2021-00009-cb7a323150,2021-06-29:BSSED SLU2021-00023 & SPR2021-00009:1,95:ALGER,site-be61ed101a0f,95,ALGER,8726 Woodward & 95 Alger in a B4 Zone (General Business District and R3 Zone (Low Density Residential District),ALGER,01002726-30,95 ALGER,exact,
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1749:MERRICK,site-1e6165b15df3,1749,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,08001456.009,1749 MERRICK UNIT 9,exact,
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1813:MERRICK,site-8419fc4bec5d,1813,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,08001456.004,1813 MERRICK UNIT 4,exact,
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1825:MERRICK,site-196b7163c64e,1825,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,08001456.001,1825 MERRICK UNIT 1,exact,
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,5135:AVERY,site-a834251e24f3,5135,AVERY,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",AVERY,08001456.022,5135 AVERY UNIT 22,exact,
bza-30-21-d888c96eb5,2021-07-13:30-21:1,3939:THIRD,site-5e268d35eb26,3939,THIRD,"3939 Third Ave. between Selden St and W. Alexandrine St in a SD1 - (Special Development District, Small-Scale, Mixed-Use)",THIRD,04003544.,3939 THIRD,exact,
bza-36-21-dce8b705cb,2021-07-20:36-21:1,3701:LINCOLN,site-ac1be7bb243b,3701,LINCOLN,3700 Trumbull & 3701 Lincoln between Selden & Brainard in a R3-H - (LOW DENSITY RESIDENTIAL DISTRICT - Historic)-City Council District #6,LINCOLN,06005913.051,3701 LINCOLN,exact,
bza-41-21-988b579aea,2021-08-30:41-21:1,503:HORTON,site-0ddd3cbceea2,503,HORTON,"503, 509, 515, 521 Horton and 7414 Beaubien, between Beaubien and Oakland in a R3 - (Low Density Residential District)",HORTON,03001849-50,503 HORTON,exact,
bza-99-19-59f6443f73,2021-08-30:99-19:1,5680:FRENCH,site-2c717f22d44d,5680,FRENCH,5680 French Rd.,FRENCH,21040220-5,5680 FRENCH RD,exact,
bza-slu2020-00137-2c185677d8,2021-08-30:SLU2020-00137:1,13266:E OUTER,site-acb169a3cc30,13266,E OUTER,13266 E. Outer Dr.,OUTER,21081236.,13266 E OUTER DR,exact,
bza-slu2021-00023-547efa3864,2021-08-30:SLU2021-00023:1,8726:WOODWARD,site-593620a0e4de,8726,WOODWARD,8726 Woodward & 95 Alger in a B4 Zone (General Business District and R3 Zone (Low Density Residential District),WOODWARD,01004336.,8726 WOODWARD AVE,exact,
bza-slu2021-00023-547efa3864,2021-08-30:SLU2021-00023:1,95:ALGER,site-be61ed101a0f,95,ALGER,8726 Woodward & 95 Alger in a B4 Zone (General Business District and R3 Zone (Low Density Residential District),ALGER,01002726-30,95 ALGER,exact,
bza-44-21-19025a6ffc,2021-09-21:44-21:1,2601:HARRISON,site-736fcd15a499,2601,HARRISON,2601 Harrison between Pine and Spruce in R2 Zone (Two-Family Residential District). - City Council District #6,HARRISON,08006933.,2601 HARRISON,exact,
bza-45-21-6ac1bdcc56,2021-09-21:45-21:1,2623:COCHRANE,site-1de83c186444,2623,COCHRANE,2623 Cochrane between Pine and Spruce in a R2 Zone - (Two-Family Residential District) - City Council District #6,COCHRANE,08006585.,2623 COCHRANE,exact,
bza-3-20-ab5d59efc6,2021-10-12:3-20:1,2540:ROSA PARKS,site-45db306e55e6,2540,ROSA PARKS,2540 Rosa Parks,ROSA PARKS,08000640-2,2540 ROSA PARKS BLVD,exact,
bza-49-21-1a9cf8794a,2021-10-12:49-21:1,15514:W WARREN,site-28ddc1cd2cc1,15514,W WARREN,15510 & 15514 W. Warren between Greenfield and Winthrop in a B4 Zone (General Business District),WARREN,22000923-4,15514 W WARREN,exact,
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,08000384.001,1650 BAGLEY UNIT 1,exact,
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,08000384.002,1650 BAGLEY UNIT 2,exact,
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,08000384.003,1650 BAGLEY UNIT 3,exact,
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,08000384.004,1650 BAGLEY UNIT 4,exact,
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,08000384.005,1650 BAGLEY UNIT 5,exact,
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,08000384.006,1650 BAGLEY UNIT 6,exact,
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,08000384.007,1650 BAGLEY UNIT 7,exact,
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,08000384.008,1650 BAGLEY UNIT 8,exact,
bza-28-20-22cfec2a50,2021-10-19:28-20:1,2640:S FORT,site-00e8b17b4c8e,2640,S FORT,2640 S. Fort St. between Conway and Omaha St in a R1 (Single Family Residential District)-City Council District #6,FORT,20018496.,2640 S FORT,exact,
bza-48-21-6842fc0027,2021-10-19:48-21:1,19055:W DAVISON,site-b63e4f5644b1,19055,W DAVISON,19055 W. Davison between Westwood and Artesian in M4 Zone (Intensive Industrial District)-City Council District #1,DAVISON,22008541.,19055 W DAVISON,exact,
bza-40-21-241d47ced9,2021-10-26:40-21:1,422:E GRAND,site-e426d0d46f02,422,E GRAND,422 E. Grand Blvd. between Kercheval and St. Paul in a R5 - (Medium Density Residential District),GRAND,15007565.,422 E GRAND BLVD,exact,
bza-42-21-7411c236b8,2021-10-26:42-21:1,127:WOODLAND,site-65f3bd39359c,127,WOODLAND,127 Woodland between John R and Woodward in a R1 (Single-Family Residential District).,WOODLAND,01003642.,127 WOODLAND,exact,
bza-9-21-310ddefa62,2021-10-26:9-21:1,7631:E WARREN,site-ca5fcc072cd7,7631,E WARREN,7631 E Warren between Townsend and Baldwin in a R2 (Two-Family Residential District - TMSO),WARREN,17011508.,7631 E WARREN,exact,
bza-59-21-1c38dd3618,2021-11-09:59-21:1,2713:W GRAND RIVER,site-dff2a05f8e88,2713,W GRAND RIVER,"2713, 2721 & 2737 W. Grand River between Spruce and Temple in a B4 zone (General Business District)-City Council District #6",GRAND RIVER,06000867-71,2713 W GRAND RIVER,exact,
bza-60-21-edd97a26a1,2021-11-09:60-21:1,1408:PORTER,site-6b8e38e750f0,1408,PORTER,1400 Porter (aka 1408 Porter) between Trumbull and 8th in a B4 zone (General Business District)-City Council District #6,PORTER,06000224-5,1408 PORTER,exact,
bza-74-21-4b77c7f140,2021-12-21:74-21:1,6380:MARCUS,site-7e593ebca344,6380,MARCUS,6380 Marcus between Mt. Elliott and Pease St. in a (M4 Intensive Industrial District)- City Council District #5,MARCUS,15001914.002,6380 MARCUS,exact,
bza-75-21-9044d745bd,2021-12-21:75-21:1,8324:WOODWARD,site-b69c4e3b14d2,8324,WOODWARD,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",WOODWARD,01004322.,8324 WOODWARD AVE,exact,
bza-75-21-9044d745bd,2021-12-21:75-21:1,50:E EUCLID,site-1358923de1af,50,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,01002527-35,50 E EUCLID,exact,
bza-25-21-6318646cda,2022-02-15:25-21:1,10833:W SEVEN MILE,site-a83f5e3879fb,10833,W SEVEN MILE,10833 W. Seven Mile between Meyers and Wyoming in a B2 Zone (Local Business and Residential District),SEVEN MILE,16008688.,10833 W SEVEN MILE,exact,
bza-80-21-7cf4389d0b,2022-02-15:80-21:1,12155:SOUTHFIELD,site-592566be1b1a,12155,SOUTHFIELD,12155 Southfield Fwy. Freeway between Plainview and Evergreen in a M4 Zone (Intensive Industrial District),SOUTHFIELD,22074261.004,12155 SOUTHFIELD,exact,
bza-70-21-c405bd7cdb,2022-03-29:70-21:1,6401:E DAVISON,site-2234849004a9,6401,E DAVISON,6401 E. Davison St. between Sherwood St. and mt. Elliott St. in a M4 Zone - (Intensive Industrial District).,DAVISON,15003804.001,6401 E DAVISON,exact,
bza-01-22-5580a4e30b,2022-04-19:01-22:1,20569:VAUGHAN,site-aa9fd87e2f68,20569,VAUGHAN,"20569 and 20577 Vaughan, between Heyden and Evergreen in a (R1 Single-Family Residential District)- City Council District #1",VAUGHAN,22098022.,20569 VAUGHAN,exact,
bza-01-22-5580a4e30b,2022-04-19:01-22:1,20577:VAUGHAN,site-a21e0521559c,20577,VAUGHAN,"20569 and 20577 Vaughan, between Heyden and Evergreen in a (R1 Single-Family Residential District)- City Council District #1",VAUGHAN,22098021.,20577 VAUGHAN,exact,
bza-79-21-52fddd53d5,2022-04-19:79-21:1,2600:E GRAND,site-d2859268c180,2600,E GRAND,2600 E. Grand Blvd. between Hamtramck Dr. and Chrysler Freeway in M4 Intensive Industrial District -City Council District #5,GRAND,07001901-2,2600 E GRAND BLVD,exact,
bza-bseed-slu2021-00077-bd9c3a9d09,2022-04-19:BSEED SLU2021-00077:1,19460:MT ELLIOTT,site-fd98a8cfed42,19460,MT ELLIOTT,19460 Mt. Elliott between Emery and E. Lantz in a M4 (Intensive Industrial District)-City Council District #7,MT ELLIOTT,15014445-65,19460 MT ELLIOTT,exact,
bza-67-21-1beb30943a,2022-04-26:67-21:1,16711:BURT,site-4f14479ee74a,16711,BURT,16711 Burt Rd. between Pierson and Trinity in a (R5 - Medium Density Residential District)-City Council District #1,BURT,22107870.002L,16711 BURT,exact,
bza-7-22-e8bc45c9d7,2022-04-26:7-22:1,10345:W EIGHT MILE,site-929301754953,10345,W EIGHT MILE,10345 W. Eight Mile Rd. between Birwood and Griggs in a (B2 District).-City Council District #2,EIGHT MILE,16009481.000,10345 W EIGHT MILE,exact,
bza-82-21-76e3fe3dd8,2022-04-26:82-21:1,6773:E DAVISON,site-8c65f83406f3,6773,E DAVISON,6773 E. Davison between Carrie Ave and Sherwood St. in a M4 (Intensive Industrial District)-City Council District #3,DAVISON,15003822-7,6773 E DAVISON,exact,
bza-3-22-cd12f2bbc2,2022-05-10:3-22:1,8817:LYNDON,site-f43ec5be7edc,8817,LYNDON,8817 Lyndon between Wyoming and Cloverdale in a M4 Zone (Intensive Industrial District) - City Council District #6,LYNDON,16005903.046,8817 LYNDON,exact,
bza-61-21-d38fa68bf4,2022-05-10:61-21:1,14442:HARBOR ISLAND,site-7e18d5d4538b,14442,HARBOR ISLAND,14442 Harbor Island between Lakewood and Alter Rd. in R1 Zone (Single-Family Residential District) – City Council District #4,HARBOR ISLAND,21000208.,14442 HARBOR ISLAND,exact,
bza-8-22-922c1bb173,2022-05-10:8-22:1,225:MANISTIQUE,site-1b2c993fcab3,225,MANISTIQUE,225 Manistique between Korte and Scripps in a R2 Zone (Two-Family Residential District) - City Council District #4,MANISTIQUE,21061843-4,225 MANISTIQUE,exact,
bza-9-22-9fe538539b,2022-05-10:9-22:1,3985:COMMONWEALTH,site-f0b4c93190cf,3985,COMMONWEALTH,3985 Commonwealth between Selden and W. Alexandrine in a R2 Zone (Two-Family Residential District) - City Council District #6,COMMONWEALTH,08006262.,3985 COMMONWEALTH,exact,
bza-11-22-50abfc40df,2022-05-17:11-22:1,7741:LYNDON,site-fff199719979,7741,LYNDON,7741 Lyndon between Livernois and Cloverdale in a M4 Zone (Intensive Industrial District) - City Council District #5,LYNDON,16005903.017,7741 LYNDON,exact,
bza-13-22-b4f37988c4,2022-05-17:13-22:1,18017:E WARREN,site-3922f9ef5405,18017,E WARREN,18017 E. Warren Ave. between Farmbrook and Radnor in a B4 Zone (General Business District) - City Council District #4,WARREN,21077997.000,18017 E WARREN,exact,
bza-42-22-b5f8284c87,2022-08-30:42-22:1,8325:LANE,site-4f951333bd38,8325,LANE,8325 Lane St. between Mullane and Lawndale in an R2 (Two-Family Residential District)-City Council District #6,LANE,20003319.,8325 LANE,exact,
bza-43-22-cb2a611acd,2022-08-30:43-22:1,2978:ANDERDON,site-7e27dd4cec40,2978,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,21047296-8,2978 ANDERDON,exact,
bza-43-22-cb2a611acd,2022-08-30:43-22:1,3030:ANDERDON,site-0c30a2d6044a,3030,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,21047301-8,3030 ANDERDON,exact,
bza-44-22-b4c125acb3,2022-08-30:44-22:1,20569:VAUGHAN,site-aa9fd87e2f68,20569,VAUGHAN,20569 & 20577 Vaughan between Hessell and Eight Mile Rd. in an R1 (Single-Family Residential Zoning District)-City Council District #1,VAUGHAN,22098022.,20569 VAUGHAN,exact,
bza-44-22-b4c125acb3,2022-08-30:44-22:1,20577:VAUGHAN,site-a21e0521559c,20577,VAUGHAN,20569 & 20577 Vaughan between Hessell and Eight Mile Rd. in an R1 (Single-Family Residential Zoning District)-City Council District #1,VAUGHAN,22098021.,20577 VAUGHAN,exact,
bza-45-22-ac51806c35,2022-08-30:45-22:1,19303:GIRARDIN,site-66b1765fc2bd,19303,GIRARDIN,19303 Girardin (aka 6561 E. Seven Mile Rd.) between E. Outer Drive and W. seven Mile Rd. in an M4 (Intensive Industrial District)-City Council District #3,GIRARDIN,15004951.003,19303 GIRARDIN AVE,exact,
bza-45-22-ac51806c35,2022-08-30:45-22:1,6561:E SEVEN MILE,site-a7e893a758ea,6561,E SEVEN MILE,19303 Girardin (aka 6561 E. Seven Mile Rd.) between E. Outer Drive and W. seven Mile Rd. in an M4 (Intensive Industrial District)-City Council District #3,SEVEN MILE,15004951.001,6561 E SEVEN MILE,exact,
bza-38-22-38ba18ce36,2022-09-13:38-22:1,20411:PRAIRIE,site-c2b840477d0d,20411,PRAIRIE,"20411 Prairie St., between W. Eight Mile Rd and Norfolk in an R1 Zone (Single-Family Residential District)- City Council District #3",PRAIRIE,16023048-9,20411 PRAIRIE,exact,
bza-40-22-1bccc643ae,2022-09-13:40-22:1,3471:JOY,site-78fd3fdb0a6d,3471,JOY,"3471 JOY RD., between Dexter and Clairmount in an R2 Zone (Two-Family Residential District)- City Council District #5",JOY,12010455.,3471 JOY RD,exact,
bza-bseed-slu2022-00038-7072ea4ca4,2022-09-13:BSEED SLU2022-00038:1,16890:TELEGRAPH,site-3b53543c9cc5,16890,TELEGRAPH,"16890 Telegraph, between W. McNichols and Grove in a B4 zone. City Council District #1",TELEGRAPH,22122525.,16890 TELEGRAPH,exact,
bza-41-22-15dfb8ba06,2022-09-20:41-22:1,5834:HARRELL,site-0bc39ddb1275,5834,HARRELL,5828/5834 Harrell between Hern and Olga in an R2 Zone (Two-Family Residential District)- City Council District #4,HARRELL,21036793.,5834 HARRELL,exact,
bza-48-22-a38616f516,2022-09-20:48-22:1,14620:TIREMAN,site-5dc38ca83206,14620,TIREMAN,14620 Tireman between Marlowe and Hubbell in a B4 General Business District - City Council District #7,TIREMAN,22040411-4,14620 TIREMAN,exact,
bza-50-22-e2dd6e5b59,2022-09-20:50-22:1,2734:HURON,site-69a6502ad0ef,2734,HURON,"2734, 2738, 2742, 2758, 2764, 2776 Huron & 2025 Temple, between Temple and Spruce in an R2 Zone (Two-Family Residential District)- City Council District #6",HURON,08008698.,2734 HURON,exact,
bza-50-22-e2dd6e5b59,2022-09-20:50-22:1,2738:HURON,site-ba0a18552715,2738,HURON,"2734, 2738, 2742, 2758, 2764, 2776 Huron & 2025 Temple, between Temple and Spruce in an R2 Zone (Two-Family Residential District)- City Council District #6",HURON,08008699.,2738 HURON,exact,
bza-50-22-e2dd6e5b59,2022-09-20:50-22:1,2742:HURON,site-263aae1d8b4b,2742,HURON,"2734, 2738, 2742, 2758, 2764, 2776 Huron & 2025 Temple, between Temple and Spruce in an R2 Zone (Two-Family Residential District)- City Council District #6",HURON,08008700.,2742 HURON,exact,
bza-50-22-e2dd6e5b59,2022-09-20:50-22:1,2758:HURON,site-db65f6d70856,2758,HURON,"2734, 2738, 2742, 2758, 2764, 2776 Huron & 2025 Temple, between Temple and Spruce in an R2 Zone (Two-Family Residential District)- City Council District #6",HURON,08008701.,2758 HURON,exact,
bza-50-22-e2dd6e5b59,2022-09-20:50-22:1,2764:HURON,site-adaeda385c24,2764,HURON,"2734, 2738, 2742, 2758, 2764, 2776 Huron & 2025 Temple, between Temple and Spruce in an R2 Zone (Two-Family Residential District)- City Council District #6",HURON,08008702.,2764 HURON,exact,
bza-50-22-e2dd6e5b59,2022-09-20:50-22:1,2776:HURON,site-3c887a7934a0,2776,HURON,"2734, 2738, 2742, 2758, 2764, 2776 Huron & 2025 Temple, between Temple and Spruce in an R2 Zone (Two-Family Residential District)- City Council District #6",HURON,08008703.,2776 HURON,exact,
bza-50-22-e2dd6e5b59,2022-09-20:50-22:1,2025:TEMPLE,site-fa187fa8ae0a,2025,TEMPLE,"2734, 2738, 2742, 2758, 2764, 2776 Huron & 2025 Temple, between Temple and Spruce in an R2 Zone (Two-Family Residential District)- City Council District #6",TEMPLE,08008704.,2025 TEMPLE,exact,
bza-49-22-8cce07fda5,2022-09-27:49-22:1,5730:E EIGHT MILE,site-ec2219c32aa8,5730,E EIGHT MILE,5730 E. Eight Mile (Unit C) between Syracuse and Mound in a B4 (General Business District)-City Council District #3,EIGHT MILE,13009087.003,5730 E EIGHT MILE,exact,
bza-51-22-07f10681c0,2022-09-27:51-22:1,1310:LABROSSE,site-752eabd6e5ac,1310,LABROSSE,1310 Labrosse between John C. Lodge and Brooklyn in an R3 (Low Density Residential District)-City Council District #6,LABROSSE,06000302.,1310 LABROSSE,exact,
bza-58-22-943196124c,2022-09-27:58-22:1,2607:14TH,site-df24cef728c7,2607,14TH,"2607-2627 14th & 2616-2668 15th, between Perry. and W. Fisher Service Drive in an M3 Zone General Industrial District)- City Council District #6",14TH,10005295-304,2607 14TH ST,exact,
bza-58-22-943196124c,2022-09-27:58-22:1,2627:14TH,site-0310f602e49e,2627,14TH,"2607-2627 14th & 2616-2668 15th, between Perry. and W. Fisher Service Drive in an M3 Zone General Industrial District)- City Council District #6",14TH,10005293.,2627 14TH ST,exact,
bza-58-22-943196124c,2022-09-27:58-22:1,2616:15TH,site-98fa38d06cdd,2616,15TH,"2607-2627 14th & 2616-2668 15th, between Perry. and W. Fisher Service Drive in an M3 Zone General Industrial District)- City Council District #6",15TH,10005395.001,2616 15TH ST,exact,
bza-58-22-943196124c,2022-09-27:58-22:1,2668:15TH,site-6343d065d7b3,2668,15TH,"2607-2627 14th & 2616-2668 15th, between Perry. and W. Fisher Service Drive in an M3 Zone General Industrial District)- City Council District #6",15TH,10005401.,2668 15TH ST,exact,
bza-53-22-f89cd6be57,2022-10-25:53-22:1,2442:RIOPELLE,site-1e01f77ac434,2442,RIOPELLE,2442 Riopelle between Winder. and E. Fisher Service Drive in an M3 (Zone General Industrial District),RIOPELLE,07001964.,2442 RIOPELLE,exact,
bza-56-22-ec38b25482,2022-10-25:56-22:1,16750:TELEGRAPH,site-b40f82802d76,16750,TELEGRAPH,16750 Telegraph between Dehner and McNichols in a B4 (General Business District),TELEGRAPH,22122517-8,16750 TELEGRAPH,exact,
bza-57-22-29d327c7bd,2022-10-25:57-22:1,2108:BURNS,site-d704661d4230,2108,BURNS,2108 Burns between Vernor and Kercheval in an R1 (Single-Family Residential District),BURNS,17006165-6,2108 BURNS,exact,
bza-52-22-dbe49059e9,2022-11-15:52-22:1,19011:LIVERNOIS,site-6eadc0052558,19011,LIVERNOIS,19011 Livernois & 18982 Stoepel between Seven Mile Rd. and Clarita in an B2 Zone (Local Business and Residential District) City Council District #2,LIVERNOIS,16017573.,19011 LIVERNOIS,exact,
bza-52-22-dbe49059e9,2022-11-15:52-22:1,18982:STOEPEL,site-a74de5404725,18982,STOEPEL,19011 Livernois & 18982 Stoepel between Seven Mile Rd. and Clarita in an B2 Zone (Local Business and Residential District) City Council District #2,STOEPEL,16019147.,18982 STOEPEL,exact,
bza-46-22-492c5e629d,2023-01-30:46-22:1,8808:FALCON,site-c0ea6a697614,8808,FALCON,8808 Falcon between Elsmere and Lawndale in an R2 (Two-Family Residential District)-City Council District #6,FALCON,20003219-20,8808 FALCON,exact,
bza-60-22-958ec66e06,2023-01-30:60-22:1,708:CHARLOTTE,site-a40bb18f6539,708,CHARLOTTE,708 Charlotte between 2nd and 3rd in an B4 (General Business District)-City Council District #6,CHARLOTTE,04000595.,708 CHARLOTTE,exact,
bza-61-22-401fb1319a,2023-01-30:61-22:1,2935:WEBB,site-5f093cf92a93,2935,WEBB,2935 Webb St between Lawton and Wildemere in an R2 (Two-Family Residential District)-City Council District #5,WEBB,12003411.,2935 WEBB,exact,
bza-62-22-fb5b5b77b1,2023-01-30:62-22:1,10241:JOY,site-17824324faa6,10241,JOY,10241 Joy Rd. between Griggs and Oakman in an B2 (Local Business and Residential District)-City Council District #6,JOY,18005112-6,10241 JOY RD,exact,
bza-63-22-01da7e63d3,2023-01-30:63-22:1,2616:HARRISON,site-ef8155c1a771,2616,HARRISON,2616 Harrison between Woodrow Wilson and W. Churchill in an R3 (Low Density Residential District)-City Council District #5,HARRISON,08006665.,2616 HARRISON,exact,
bza-66-22-a6e0b1dc18,2023-01-30:66-22:1,4116:AVERY,site-6e8c816b24bd,4116,AVERY,4116 Avery between Willis and Alexandrine in an R3 (Low Density Residential District)-City Council District #6,AVERY,08006978.,4116 AVERY,exact,
bza-70-22-983cbd4b8b,2023-01-30:70-22:1,4514:BURNS,site-ab9a7215f284,4514,BURNS,4514 Burns between Forest and E. Canfield in an R1 Single-Family Residential District)-City Council District #5,BURNS,17006266.,4514 BURNS,exact,
bza-37-22-b17d680e46,2023-02-13:37-22:1,3532:FARNSWORTH,site-3868585b8b1f,3532,FARNSWORTH,3532 Farnsworth between Moran and Ellery in an R2 (Two-Family Residential District)-City Council District #5,FARNSWORTH,13002943-4,3532 FARNSWORTH,exact,
bza-73-22-965d798f67,2023-02-13:73-22:1,3620:PORTER,site-f277926e6e8d,3620,PORTER,3620 Porter between 25th and W. Grand Blvd. in an (R2 Two-Family Residential District)-City Council District #6,PORTER,12009660.,3620 PORTER,exact,
bza-74-22-7d9c062553,2023-02-13:74-22:1,161:GLADSTONE,site-13c7754fae25,161,GLADSTONE,151 & 161 Gladstone between Woodward Ave. and Second in an B4 (General Business District)-City Council District #5,GLADSTONE,02001342.002,161 GLADSTONE UNIT 2,exact,
bza-01-23-b0171819a2,2023-02-20:01-23:1,4445:LAWTON,site-38ac566fb435,4445,LAWTON,4445 Lawton between W. Hancock and Buchanan in a M4 (Intensive Industrial District),LAWTON,12000553-6,4445 LAWTON,exact,
bza-06-23-06ef82a262,2023-02-20:06-23:1,15300:FULLERTON,site-75a3d7308b65,15300,FULLERTON,15300 Fullerton between Sussex and Whitcomb in a M2 (Restricted Industrial District),FULLERTON,22049862.,15300 FULLERTON,exact,
bza-05-23-5a53c91971,2023-02-27:05-23:1,411:PIQUETTE,site-b15664664fdf,411,PIQUETTE,411 Piquette between Brush and Beaubien in an M4 (Intensive Industrial District),PIQUETTE,01001800.003,411 PIQUETTE,exact,
bza-75-22-e3fe10778e,2023-02-27:75-22:1,1401:MICHIGAN,site-d9107ab462fb,1401,MICHIGAN,1401 Michigan between Church and Leverette in an B4 (General Business District),MICHIGAN,06000400-2,1401 MICHIGAN AVE,exact,
bza-02-23-09191613e4,2023-03-13:02-23:1,14290:SCHAEFER,site-746f5f939904,14290,SCHAEFER,14290 Schaefer between Intervale and Lyndon in an M4 (Intensive Industrial District)-City Council District #1,SCHAEFER,22029853.001,14290 SCHAEFER,exact,
bza-07-23-9b431ff07a,2023-03-13:07-23:1,3435:PULFORD,site-9d32d00c2bc8,3435,PULFORD,"3435, 3453, 3459 & 3473 Pulford between Mack and Gratiot in an R2 (Two-Family Residential District)-City Council District #5",PULFORD,13001703.,3435 PULFORD,exact,
bza-07-23-9b431ff07a,2023-03-13:07-23:1,3459:PULFORD,site-f18e17eedd2c,3459,PULFORD,"3435, 3453, 3459 & 3473 Pulford between Mack and Gratiot in an R2 (Two-Family Residential District)-City Council District #5",PULFORD,13001706-8,3459 PULFORD,exact,
bza-81-21-7685eb2595,2023-03-13:81-21:1,6760:GRANDVILLE,site-acb61b6183ef,6760,GRANDVILLE,6760 Grandville between W. Warren and Whitlock in an R1 (Single-Family Residential District)-City Council District #7,GRANDVILLE,22088057.,6760 GRANDVILLE,exact,
bza-06-22-239afc0021,2023-03-20:06-22:1,4885:15TH,site-1d23f1ee3514,4885,15TH,4885 15th between Warren and Grand River in an B4 General Business District)-City Council District #5,15TH,10005729.002L,4885 15TH ST,exact,
bza-32-21-04cdb9c55b,2023-03-20:32-21:1,15018:HOUSTON WHITTIER,site-6372931e7b35,15018,HOUSTON WHITTIER,15018 Houston Whittier between Hayes and Queen in a B3 Shopping District)-City Council District #3,HOUSTON WHITTIER,21014333-4,15018 HOUSTON-WHITTIER,exact,
bza-71-22-235ad6936d,2023-03-20:71-22:1,4527:MICHIGAN,site-67d6b3a1db40,4527,MICHIGAN,"4527, 4535 & 4545 Michigan between 28th and 29th in a M4 (Intensive Industrial District)-City Council District #6",MICHIGAN,14000688.,4527 MICHIGAN AVE,exact,
