occurrence_id,case_history_id,case_number,meeting_date,decision_status,decision,decision_basis,source_file
2023-05-15:16-23:1,bza-16-23-d69ef06e72,16-23,2023-05-15,decided,BSEED DENIAL UPHELD,recorded_disposition,2023-05-15_bza_minutes.pdf
2023-05-15:17-23:1,bza-17-23-eb9c5fba42,17-23,2023-05-15,decided,MOTION FAILED DUE TO VOTE COUNT/BSEED DENIAL UPHELD,recorded_disposition,2023-05-15_bza_minutes.pdf
2023-05-15:64-22:1,bza-64-22-591273173f,64-22,2023-05-15,postponed,"ADJOURNED TIL MAY 22, 2023",recorded_disposition,2023-05-15_bza_minutes.pdf
2023-05-15:94-19:1,bza-94-19-5002df6378,94-19,2023-05-15,decided,"BSEED DECISION UPHELD, USE DENIED",recorded_disposition,2023-05-15_bza_minutes.pdf
2023-05-22:17-23:1,bza-17-23-eb9c5fba42,17-23,2023-05-22,decided,"BSEED DECISION REVERSED, USE GRANTED FOR PARKING LOT AT SUBJECT PROPERTY.",recorded_disposition,2023-05-22_bza_minutes.pdf
2023-05-22:18-23:1,bza-18-23-535a07c23f,18-23,2023-05-22,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-05-22_bza_minutes.pdf
2023-05-22:20-23:1,bza-20-23-dab8c7b9c0,20-23,2023-05-22,decided,DIMENSIONAL VARIANCES DENIED,recorded_disposition,2023-05-22_bza_minutes.pdf
2023-05-22:21-23:1,bza-21-23-1b926e9998,21-23,2023-05-22,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-05-22_bza_minutes.pdf
2023-05-22:64-22:1,bza-64-22-591273173f,64-22,2023-05-22,decided,MOTION FAILS DUE TO VOTE COUNT. HARDSHIP RELIEF PETITION DENIED.,recorded_disposition,2023-05-22_bza_minutes.pdf
2023-06-12:22-23:1,bza-22-23-4eb0024be7,22-23,2023-06-12,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-06-12_bza_minutes.pdf
2023-06-12:23-23:1,bza-23-23-d43e4e845a,23-23,2023-06-12,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-06-12_bza_minutes.pdf
2023-06-12:BSEED SLU2023-00014 (COMMUNITY APPEAL):1,bza-bseed-slu2023-00014-community-appeal-8b680b85f6,BSEED SLU2023-00014 (COMMUNITY APPEAL),2023-06-12,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2023-06-12_bza_minutes.pdf
2023-06-26:19-23:1,bza-19-23-ed15514286,19-23,2023-06-26,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-06-26_bza_minutes.pdf
2023-06-26:24-23:1,bza-24-23-39f2ee37b3,24-23,2023-06-26,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-06-26_bza_minutes.pdf
2023-06-26:BSEED SLU2022-00181:1,bza-bseed-slu2022-00181-f4fb048e7f,BSEED SLU2022-00181,2023-06-26,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2023-06-26_bza_minutes.pdf
2023-07-17:01-23:1,bza-01-23-b0171819a2,01-23,2023-07-17,decided,"BSEED’S DECISION UPHELD, USE DENIED",recorded_disposition,2023-07-17_bza_minutes.pdf
2023-07-17:27-23:1,bza-27-23-9c40617de8,27-23,2023-07-17,decided,DIMENSIONAL (PARKING) VARIANCES GRANTED,recorded_disposition,2023-07-17_bza_minutes.pdf
2023-07-17:BSEED SLU2022-00042:1,bza-bseed-slu2022-00042-fcd0ff29b5,BSEED SLU2022-00042,2023-07-17,dismissed,CASE DISMISSED,recorded_disposition,2023-07-17_bza_minutes.pdf
2023-07-17:BSEED SLU2022-00181:1,bza-bseed-slu2022-00181-f4fb048e7f,BSEED SLU2022-00181,2023-07-17,dismissed,CASE DISMISSED,recorded_disposition,2023-07-17_bza_minutes.pdf
2023-07-24:25-23:1,bza-25-23-d87a52a78b,25-23,2023-07-24,postponed,ADJOURNED WITHOUT FEE AND WITHOUT DATE,recorded_disposition,2023-07-24_bza_minutes.pdf
2023-07-24:28-23:1,bza-28-23-32856cc88a,28-23,2023-07-24,postponed,ADJOURNED WITHOUT FEE AND WITHOUT DATE,recorded_disposition,2023-07-24_bza_minutes.pdf
2023-08-14:36-23:1,bza-36-23-eb4390b021,36-23,2023-08-14,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-08-14_bza_minutes.pdf
2023-08-14:39-23:1,bza-39-23-9f515fc65e,39-23,2023-08-14,decided,CHANGE AND EXPANSION OF NONCONFORMING USE GRANTED / DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-08-14_bza_minutes.pdf
2023-08-14:BSEEDSLU2023-00014:1,bza-bseedslu2023-00014-500488c05f,BSEEDSLU2023-00014,2023-08-14,postponed,"AGGRIEVED PERSON STANDARD MET / ADJOURNED TO AUGUST 21, 2023",recorded_disposition,2023-08-14_bza_minutes.pdf
2023-08-21:29-23:1,bza-29-23-1e6ae3ddb9,29-23,2023-08-21,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-08-21_bza_minutes.pdf
2023-08-21:30-23:1,bza-30-23-0932bf1f77,30-23,2023-08-21,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-08-21_bza_minutes.pdf
2023-08-21:31-23:1,bza-31-23-4dc13ed6eb,31-23,2023-08-21,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-08-21_bza_minutes.pdf
2023-08-21:32-23:1,bza-32-23-5510e7b99d,32-23,2023-08-21,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-08-21_bza_minutes.pdf
2023-08-21:33-23:1,bza-33-23-9df1fa2044,33-23,2023-08-21,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-08-21_bza_minutes.pdf
2023-08-21:34-23:1,bza-34-23-b9a318fe90,34-23,2023-08-21,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-08-21_bza_minutes.pdf
2023-08-21:35-23:1,bza-35-23-80eeb47028,35-23,2023-08-21,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-08-21_bza_minutes.pdf
2023-08-21:BSEEDSLU2023-00014 (COMMUNITY APPEAL):1,bza-bseedslu2023-00014-community-appeal-f0d68c60e5,BSEEDSLU2023-00014 (COMMUNITY APPEAL),2023-08-21,decided,"MOTION FAILS DUE TO VOTE COUNT ACCORIDING TO THE RULES AND PROCEDURES, BSEED GRANT UPHELD",recorded_disposition,2023-08-21_bza_minutes.pdf
2023-08-28:37-23:1,bza-37-23-9ef40df08c,37-23,2023-08-28,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-08-28_bza_minutes.pdf
2023-08-28:4-23:1,bza-4-23-9c77a16125,4-23,2023-08-28,decided,HARDSHIP RELIEF PETITION GRANTED,recorded_disposition,2023-08-28_bza_minutes.pdf
2023-08-28:41-23:1,bza-41-23-556360fc27,41-23,2023-08-28,postponed,ADJOURNED WITHOUT DATE,recorded_disposition,2023-08-28_bza_minutes.pdf
2023-09-11:38-23:1,bza-38-23-2b956d227e,38-23,2023-09-11,decided,RE-ESTABLISH ABANDONED CARRYOUT RESTAURANT USE GRANTED | RE-ESTABLISH CARRYOUT RESTAURANT USE GRANTED | CHANGE OF NONCONFORMING USE GRANTED,recorded_disposition,2023-09-11_bza_minutes.pdf
2023-09-11:40-23:1,bza-40-23-012c2b298a,40-23,2023-09-11,decided,DIMENSIONAL VARAINCE GRANTED,recorded_disposition,2023-09-11_bza_minutes.pdf
2023-09-11:BSEED SLU2023-00053:1,bza-bseed-slu2023-00053-66b77370f6,BSEED SLU2023-00053,2023-09-11,decided,AGGRIEVED PERSON STANDARD NOT MET,recorded_disposition,2023-09-11_bza_minutes.pdf
2024-01-29:2-24:1,bza-2-24-a52a3386d9,2-24,2024-01-29,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2024-01-29_bza_minutes.pdf
2024-01-29:3-24:1,bza-3-24-b561a47236,3-24,2024-01-29,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-01-29_bza_minutes.pdf
2024-02-12:4-24:1,bza-4-24-1781607356,4-24,2024-02-12,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-02-12_bza_minutes.pdf
2024-02-12:5-24:1,bza-5-24-129e13df5d,5-24,2024-02-12,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-02-12_bza_minutes.pdf
2024-02-12:56-23:1,bza-56-23-c15a6bc544,56-23,2024-02-12,postponed,ADJOURNED WITH FEE AND WITHOUT DATE,recorded_disposition,2024-02-12_bza_minutes.pdf
2024-02-19:7-24:1,bza-7-24-5ad1c5fa16,7-24,2024-02-19,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-02-19_bza_minutes.pdf
2024-02-19:8-24:1,bza-8-24-a24c88c868,8-24,2024-02-19,postponed,ADJOURNED WITHOUT FEE AND WITHOUT DATE,recorded_disposition,2024-02-19_bza_minutes.pdf
2024-02-19:9-24:1,bza-9-24-bb584396c6,9-24,2024-02-19,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-02-19_bza_minutes.pdf
2024-03-11:10-24:1,bza-10-24-4e76e64453,10-24,2024-03-11,dismissed,CASE DISMISSED WITH RETURN OF FEE,recorded_disposition,2024-03-11_bza_minutes.pdf
2024-03-11:13-24:1,bza-13-24-797c117868,13-24,2024-03-11,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-03-11_bza_minutes.pdf
2024-03-11:14-24:1,bza-14-24-3f7d9a8551,14-24,2024-03-11,decided,BSEED DENIAL OVERTURNED WITH CONDITIONS,recorded_disposition,2024-03-11_bza_minutes.pdf
2024-03-11:4-22:1,bza-4-22-321d323913,4-22,2024-03-11,dismissed,CASES DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2024-03-11_bza_minutes.pdf
2024-03-11:40-20:1,bza-40-20-36fcdb76ae,40-20,2024-03-11,dismissed,CASES DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2024-03-11_bza_minutes.pdf
2024-03-11:54-23:1,bza-54-23-6eab1a3ade,54-23,2024-03-11,dismissed,CASES DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2024-03-11_bza_minutes.pdf
2024-03-11:65-33:1,bza-65-33-781a0accb3,65-33,2024-03-11,dismissed,CASES DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2024-03-11_bza_minutes.pdf
2024-03-11:89-19:1,bza-89-19-2ba8fd28cf,89-19,2024-03-11,dismissed,CASES DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2024-03-11_bza_minutes.pdf
2024-03-18:16-24:1,bza-16-24-5938101fbe,16-24,2024-03-18,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-03-18_bza_minutes.pdf
2024-03-18:17-24:1,bza-17-24-ce52cb3966,17-24,2024-03-18,dismissed,DISMISSED WITH RETURN OF FEE,recorded_disposition,2024-03-18_bza_minutes.pdf
2024-03-18:18-24:1,bza-18-24-b7d9862137,18-24,2024-03-18,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-03-18_bza_minutes.pdf
2024-03-25:19-24:1,bza-19-24-5152521f4c,19-24,2024-03-25,postponed,ADJOURNED WITH FEE AND WITHOUT DATE,recorded_disposition,2024-03-25_bza_minutes.pdf
2024-03-25:20-24:1,bza-20-24-2cf05e2c11,20-24,2024-03-25,decided,EXPANSION OF NONCONFORMING USE GRANTED,recorded_disposition,2024-03-25_bza_minutes.pdf
2024-03-25:21-24:1,bza-21-24-b752b33f22,21-24,2024-03-25,decided,BSEED SITE PLAN DENIAL UPHELD,inferred_from_motion_and_vote,2024-03-25_bza_minutes.pdf
2024-03-25:56-23:1,bza-56-23-c15a6bc544,56-23,2024-03-25,dismissed,DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2024-03-25_bza_minutes.pdf
2024-04-08:12-24:1,bza-12-24-a6fc69b387,12-24,2024-04-08,decided,"CHANGE OF NONCONFORMING USE GRANTED, VARIANCE CASE SCHEDULED FOR APRIL 15, 2024",recorded_disposition,2024-04-08_bza_minutes.pdf
2024-04-08:22-24:1,bza-22-24-5c0940c4c3,22-24,2024-04-08,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-04-08_bza_minutes.pdf
2024-04-08:23-24:1,bza-23-24-52267c8cf9,23-24,2024-04-08,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-04-08_bza_minutes.pdf
2024-04-15:24-24:1,bza-24-24-ba03fb1f1d,24-24,2024-04-15,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-04-15_bza_minutes.pdf
2024-04-15:25-24:1,bza-25-24-e30fbc8699,25-24,2024-04-15,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-04-15_bza_minutes.pdf
2024-04-15:8-24:1,bza-8-24-a24c88c868,8-24,2024-04-15,decided,BSEED DENIAL UPHELD,recorded_disposition,2024-04-15_bza_minutes.pdf
2024-05-13:26-24:1,bza-26-24-8498a9e0ce,26-24,2024-05-13,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-05-13_bza_minutes.pdf
2024-05-13:27-24:1,bza-27-24-014e8967b0,27-24,2024-05-13,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-05-13_bza_minutes.pdf
2024-05-13:28-24:1,bza-28-24-a82f3aaf57,28-24,2024-05-13,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-05-13_bza_minutes.pdf
2024-05-20:11-24:1,bza-11-24-fe29e0d378,11-24,2024-05-20,postponed,ADJOURNED WITHOUT FEE AND WITHOUT DATE,recorded_disposition,2024-05-20_bza_minutes.pdf
2024-05-20:29-24:1,bza-29-24-6d70f0b779,29-24,2024-05-20,dismissed,CASE DISMISSED,recorded_disposition,2024-05-20_bza_minutes.pdf
2024-05-20:31-24:1,bza-31-24-5f6ef1ba25,31-24,2024-05-20,decided,DIMENSIONAL VARIANCES DENIED,recorded_disposition,2024-05-20_bza_minutes.pdf
2024-05-20:32-24:1,bza-32-24-9d20f69e4b,32-24,2024-05-20,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-05-20_bza_minutes.pdf
2024-06-10:30-24:1,bza-30-24-94d9984635,30-24,2024-06-10,decided,DIMENSIONAL VARIANCES DENIED,recorded_disposition,2024-06-10_bza_minutes.pdf
2024-06-10:31-24:1,bza-31-24-5f6ef1ba25,31-24,2024-06-10,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-06-10_bza_minutes.pdf
2024-06-10:33-24:1,bza-33-24-f8b434d5ad,33-24,2024-06-10,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-06-10_bza_minutes.pdf
2024-06-17:34-24:1,bza-34-24-0550ac5afc,34-24,2024-06-17,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-06-17_bza_minutes.pdf
2024-06-17:35-24:1,bza-35-24-7b8306b2c9,35-24,2024-06-17,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-06-17_bza_minutes.pdf
2024-06-17:36-24:1,bza-36-24-25e89f7eb8,36-24,2024-06-17,decided,BSEED DENIAL UPHELD,recorded_disposition,2024-06-17_bza_minutes.pdf
2024-06-24:11-24:1,bza-11-24-fe29e0d378,11-24,2024-06-24,decided,EXPANSION OF NONCONFORMING USE GRANTED,recorded_disposition,2024-06-24_bza_minutes.pdf
2024-06-24:19-24:1,bza-19-24-5152521f4c,19-24,2024-06-24,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-06-24_bza_minutes.pdf
2024-06-24:39-24:1,bza-39-24-fc8328dfcb,39-24,2024-06-24,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-06-24_bza_minutes.pdf
2024-07-08:15-24:1,bza-15-24-43336a40f9,15-24,2024-07-08,decided,DIMENSIONAL AND LOCATIONAL VARIANCES GRANTED,recorded_disposition,2024-07-08_bza_minutes.pdf
2024-07-08:40-24:1,bza-40-24-8e2b4f04b1,40-24,2024-07-08,decided,VARIANCE REQUEST DENIED DUE TO VOTE COUNT,recorded_disposition,2024-07-08_bza_minutes.pdf
2024-07-08:41-24:1,bza-41-24-ea692df8b1,41-24,2024-07-08,dismissed,CASE DISMISSED,recorded_disposition,2024-07-08_bza_minutes.pdf
2024-07-15:37-24:1,bza-37-24-f961ca02ca,37-24,2024-07-15,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-07-15_bza_minutes.pdf
2024-07-15:42-24:1,bza-42-24-3db62ad7f6,42-24,2024-07-15,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-07-15_bza_minutes.pdf
2024-07-15:44-24:1,bza-44-24-a72911911c,44-24,2024-07-15,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-07-15_bza_minutes.pdf
2024-07-15:47-24:1,bza-47-24-192327b733,47-24,2024-07-15,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-07-15_bza_minutes.pdf
2024-07-22:38-24:1,bza-38-24-5cdec3b56e,38-24,2024-07-22,decided,CHANGE OF NONCONFORMING USE GRANTED,recorded_disposition,2024-07-22_bza_minutes.pdf
2024-07-22:45-24:1,bza-45-24-0ac7b21e08,45-24,2024-07-22,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-07-22_bza_minutes.pdf
2024-07-22:46-24:1,bza-46-24-04961161fb,46-24,2024-07-22,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-07-22_bza_minutes.pdf
2024-07-29:29-23:1,bza-29-23-1e6ae3ddb9,29-23,2024-07-29,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2024-07-29_bza_minutes.pdf
2024-07-29:30-23:1,bza-30-23-0932bf1f77,30-23,2024-07-29,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2024-07-29_bza_minutes.pdf
2024-07-29:31-23:1,bza-31-23-4dc13ed6eb,31-23,2024-07-29,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2024-07-29_bza_minutes.pdf
2024-07-29:32-23:1,bza-32-23-5510e7b99d,32-23,2024-07-29,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2024-07-29_bza_minutes.pdf
2024-07-29:33-23:1,bza-33-23-9df1fa2044,33-23,2024-07-29,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2024-07-29_bza_minutes.pdf
2024-07-29:34-23:1,bza-34-23-b9a318fe90,34-23,2024-07-29,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2024-07-29_bza_minutes.pdf
2024-07-29:35-23:1,bza-35-23-80eeb47028,35-23,2024-07-29,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2024-07-29_bza_minutes.pdf
2024-08-12:48-24:1,bza-48-24-4a6b166e25,48-24,2024-08-12,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-08-12_bza_minutes.pdf
2024-08-12:51-24:1,bza-51-24-646801293c,51-24,2024-08-12,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-08-12_bza_minutes.pdf
2024-08-19:53-24:1,bza-53-24-56e59115b1,53-24,2024-08-19,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-08-19_bza_minutes.pdf
2024-08-19:54-24:1,bza-54-24-ed802c4239,54-24,2024-08-19,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-08-19_bza_minutes.pdf
2024-08-19:58-24:1,bza-58-24-6532bebb8a,58-24,2024-08-19,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-08-19_bza_minutes.pdf
2024-09-23:57-24:1,bza-57-24-083f13055b,57-24,2024-09-23,decided,BSEED DECISION UPHELD,recorded_disposition,2024-09-23_bza_minutes.pdf
2024-09-23:60-24:1,bza-60-24-fc667bdd68,60-24,2024-09-23,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-09-23_bza_minutes.pdf
2024-09-23:61-24:1,bza-61-24-a638176bcc,61-24,2024-09-23,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-09-23_bza_minutes.pdf
2024-09-23:64-24:1,bza-64-24-a56bb532d6,64-24,2024-09-23,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-09-23_bza_minutes.pdf
2024-09-30:29-24:1,bza-29-24-6d70f0b779,29-24,2024-09-30,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-09-30_bza_minutes.pdf
2024-09-30:56-24:1,bza-56-24-ac697c2a02,56-24,2024-09-30,postponed,"ADJOURNED TO OCTOBER 21, 2024",recorded_disposition,2024-09-30_bza_minutes.pdf
2024-09-30:62-24:1,bza-62-24-e9793916e2,62-24,2024-09-30,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-09-30_bza_minutes.pdf
2024-10-14:29-23:1,bza-29-23-1e6ae3ddb9,29-23,2024-10-14,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-10-14_bza_minutes.pdf
2024-10-14:30-23:1,bza-30-23-0932bf1f77,30-23,2024-10-14,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-10-14_bza_minutes.pdf
2024-10-14:31-23:1,bza-31-23-4dc13ed6eb,31-23,2024-10-14,under_advisement,"TAKEN UNDER ADVISMENT TO NOVEMBER 4, 2024",recorded_disposition,2024-10-14_bza_minutes.pdf
2024-10-14:32-23:1,bza-32-23-5510e7b99d,32-23,2024-10-14,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-10-14_bza_minutes.pdf
2024-10-14:33-23:1,bza-33-23-9df1fa2044,33-23,2024-10-14,under_advisement,"TAKEN UNDER ADVISMENT TO NOVEMBER 4, 2024",recorded_disposition,2024-10-14_bza_minutes.pdf
2024-10-14:34-23:1,bza-34-23-b9a318fe90,34-23,2024-10-14,under_advisement,"TAKEN UNDER ADVISMENT TO NOVEMBER 4, 2024",recorded_disposition,2024-10-14_bza_minutes.pdf
2024-10-14:35-23:1,bza-35-23-80eeb47028,35-23,2024-10-14,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-10-14_bza_minutes.pdf
2024-10-21:65-24:1,bza-65-24-4abb08cb2f,65-24,2024-10-21,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2024-10-21_bza_minutes.pdf
2024-10-21:66-24:1,bza-66-24-27cac6bb0f,66-24,2024-10-21,decided,DIMENSIONAL PARKING VARIANCES DENIED,recorded_disposition,2024-10-21_bza_minutes.pdf
2024-10-21:68-24:1,bza-68-24-956bfd6d3d,68-24,2024-10-21,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2024-10-21_bza_minutes.pdf
2024-10-28:49-24:1,bza-49-24-176da3f813,49-24,2024-10-28,decided,BSEED DENIAL UPHELD,recorded_disposition,2024-10-28_bza_minutes.pdf
2024-10-28:55-24:1,bza-55-24-5abfd2ee33,55-24,2024-10-28,decided,NONCONFORMING USE EXPANSION GRANTED,recorded_disposition,2024-10-28_bza_minutes.pdf
2024-10-28:BSEED SLU2024-00043:1,bza-bseed-slu2024-00043-35e34d484b,BSEED SLU2024-00043,2024-10-28,postponed,"ADJOURNED TO DECEMBER 16, 2024",recorded_disposition,2024-10-28_bza_minutes.pdf
2024-10-28:BSEED SLU2024-0060:1,bza-bseed-slu2024-0060-b144f712f9,BSEED SLU2024-0060,2024-10-28,postponed,ADJOURNED WITHOUT DATE,recorded_disposition,2024-10-28_bza_minutes.pdf
2025-01-27:BSEED SLU2024-00062:1,bza-bseed-slu2024-00062-b94c40c39e,BSEED SLU2024-00062,2025-01-27,postponed,CASE ADJOURNED WITHOUT DATE,recorded_disposition,2025-01-27_bza_minutes.pdf
2025-01-27:BSEED SLU2024-0060:1,bza-bseed-slu2024-0060-b144f712f9,BSEED SLU2024-0060,2025-01-27,decided,"BSEED APPROVAL REVERSED, USE DENIED",recorded_disposition,2025-01-27_bza_minutes.pdf
2025-02-17:1-24:1,bza-1-24-938659c379,1-24,2025-02-17,dismissed,CASE DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2025-02-17_bza_minutes.pdf
2025-02-17:67-24:1,bza-67-24-6a04eb879d,67-24,2025-02-17,decided,EXPANSION OF NONCONFORMING USE GRANTED,recorded_disposition,2025-02-17_bza_minutes.pdf
2025-02-17:76-24:1,bza-76-24-6ee5d23546,76-24,2025-02-17,decided,EXPANSION OF NONCONFORMING USE GRANTED,recorded_disposition,2025-02-17_bza_minutes.pdf
2025-02-17:BSEED SLU2024-00043:1,bza-bseed-slu2024-00043-35e34d484b,BSEED SLU2024-00043,2025-02-17,decided,MOTION FAILS DUE TO VOTE COUNT. STANDING STANDARD NOT MET. BSEED DECISION UPHELD.,recorded_disposition,2025-02-17_bza_minutes.pdf
2025-02-24:52-23:1,bza-52-23-a7b9086fdb,52-23,2025-02-24,dismissed,CASE DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2025-02-24_bza_minutes.pdf
2025-02-24:77-24:1,bza-77-24-8710bfed88,77-24,2025-02-24,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-02-24_bza_minutes.pdf
2025-02-24:79-24:1,bza-79-24-03fe91ef07,79-24,2025-02-24,decided,DIMENSIONAL VARIANCE GRANTED / DIMENSIONAL VARIANCE FOR INTERIOR LANDSCAPING WAIVED / DIMENSIONAL SCREENING VARIANCE GRANTED,recorded_disposition,2025-02-24_bza_minutes.pdf
2025-02-24:86-24:1,bza-86-24-15baadd557,86-24,2025-02-24,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-02-24_bza_minutes.pdf
2025-03-10:2-24:1,bza-2-24-a52a3386d9,2-24,2025-03-10,dismissed,DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2025-03-10_bza_minutes.pdf
2025-03-10:50-24:1,bza-50-24-10e21a7cea,50-24,2025-03-10,postponed,"ADJOURNED TO MARCH 24, 2025",recorded_disposition,2025-03-10_bza_minutes.pdf
2025-03-17:1-25:1,bza-1-25-e8e3ff71db,1-25,2025-03-17,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-03-17_bza_minutes.pdf
2025-03-17:59-24:1,bza-59-24-7f6f8d4dde,59-24,2025-03-17,under_advisement,TAKEN UNDER ADVISEMENT,recorded_disposition,2025-03-17_bza_minutes.pdf
2025-03-17:80-24:1,bza-80-24-eb9518e9ff,80-24,2025-03-17,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-03-17_bza_minutes.pdf
2025-03-17:83-24:1,bza-83-24-c9e72204a7,83-24,2025-03-17,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-03-17_bza_minutes.pdf
2025-03-17:85-24:1,bza-85-24-ae3e833dfd,85-24,2025-03-17,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-03-17_bza_minutes.pdf
2025-03-24:4-25:1,bza-4-25-34d6c95571,4-25,2025-03-24,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-03-24_bza_minutes.pdf
2025-03-24:50-24:1,bza-50-24-10e21a7cea,50-24,2025-03-24,decided,HARDSHIP RELIEF PETITION GRANTED / DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2025-03-24_bza_minutes.pdf
2025-03-24:76-24:1,bza-76-24-6ee5d23546,76-24,2025-03-24,postponed,ADJOURNED WITHOUT DATE,recorded_disposition,2025-03-24_bza_minutes.pdf
