case_history_id,occurrence_id,site_key,site_id,number,street,source_location,street_nodir,match_status,parcel_match_count
bza-40-20-36fcdb76ae,2021-04-27:40-20:1,1010:NAVAHOE,site-606ff01e4d9d,1010,NAVAHOE,"1005, 1010, 1018 & 1033 Navahoe between Jefferson and Freud in a R1 (Single-Family Residential District)-City Council District #4",NAVAHOE,matched,1
bza-40-20-36fcdb76ae,2021-04-27:40-20:1,1018:NAVAHOE,site-65672457f096,1018,NAVAHOE,"1005, 1010, 1018 & 1033 Navahoe between Jefferson and Freud in a R1 (Single-Family Residential District)-City Council District #4",NAVAHOE,matched,1
bza-40-20-36fcdb76ae,2021-04-27:40-20:1,1033:NAVAHOE,site-19740f33aae3,1033,NAVAHOE,"1005, 1010, 1018 & 1033 Navahoe between Jefferson and Freud in a R1 (Single-Family Residential District)-City Council District #4",NAVAHOE,matched,1
bza-3-21-cee9bd7f02,2021-05-11:3-21:1,5875:W VERNOR,site-e6e83d806265,5875,W VERNOR,5875 W. Vernor between Calvary and Campbell in a B4 (General Business District - TMSO)- City Council District #6,VERNOR,matched,1
bza-4-21-25f351c9e7,2021-05-11:4-21:1,19830:W SEVEN MILE,site-2939c07b3602,19830,W SEVEN MILE,19830 W. Seven Mile between Plainview and Evergreen in a B4 zone (General Business District)-City Council District #1,SEVEN MILE,matched,1
bza-22-21-a0cae37c6a,2021-05-18:22-21:1,2627:AUSTIN,site-d6323bcf1381,2627,AUSTIN,2627 Austin Street between 17th and 18th in a R3 - (Low Density Residential District)-City Council District #6,AUSTIN,matched,1
bza-23-21-67b09caf30,2021-05-18:23-21:1,7303:W MCNICHOLS,site-a3bc42afce76,7303,W MCNICHOLS,7303 W. McNichols between Prairie and Monica in a B2 - (Local Business and Residential District) (TMSO)-City Council District #6,MCNICHOLS,matched_multiple_parcels,2
bza-17-21-b8c081e0c9,2021-05-25:17-21:1,20703:PEMBROKE,site-8eb849fec537,20703,PEMBROKE,"20703 Pembroke between Burt and Braille in a to the east, south are residential structures zoned R1 (Single-Family Residential District). To the west is an Institutional use zoned R1. To the north of the subject site are residential structures zoned R2 (Two-Family Residential District)-City Council District #1",PEMBROKE,matched,1
bza-27-21-a56d8905f7,2021-06-08:27-21:1,1401:RIVARD,site-7910d8c3fc02,1401,RIVARD,1401 Rivard between Nicolet Pl and Joliet Pl in an R6 (High Density Residential District),RIVARD,matched_multiple_parcels,6
bza-24-21-9280554649,2021-06-15:24-21:1,22100:GRAND RIVER,site-b1e9dc20a650,22100,GRAND RIVER,22100 Grand River between Redford and Cooley in a B3 Zone (Shopping District).,GRAND RIVER,matched,1
bza-26-21-b04c2ad13b,2021-06-15:26-21:1,7506:BUHR,site-f71a31fc32cb,7506,BUHR,7506 & 7512 Buhr between Cliff St. and School Ave. in a R1 Zone (Single Family Residential District).,BUHR,matched,1
bza-26-21-b04c2ad13b,2021-06-15:26-21:1,7512:BUHR,site-7609946be476,7512,BUHR,7506 & 7512 Buhr between Cliff St. and School Ave. in a R1 Zone (Single Family Residential District).,BUHR,matched,1
bza-28-21-05880fccc0,2021-06-15:28-21:1,2060:WABASH,site-0341f6370c2f,2060,WABASH,2060 Wabash between Dalzelle St. and Marantette St. in a R2 Zone (Two Family Residential District).,WABASH,matched,1
bza-23-21-5de6ae3a94,2021-06-29:23-21:1,10351:W FORT,site-8e43557ad55b,10351,W FORT,10351 W. Fort between Miller and Forman in M4 (Intensive Industrial District),FORT,matched,1
bza-33-21-ebd11a8b91,2021-06-29:33-21:1,9515:MICHIGAN,site-9b4997bcb5b7,9515,MICHIGAN,9515 Michigan Ave. between Stecher St. and Wyoming Ave. in an B4 (General Business District),MICHIGAN,matched,1
bza-bssed-slu2021-00023-spr2021-00009-cb7a323150,2021-06-29:BSSED SLU2021-00023 & SPR2021-00009:1,8726:WOODWARD,site-593620a0e4de,8726,WOODWARD,8726 Woodward & 95 Alger in a B4 Zone (General Business District and R3 Zone (Low Density Residential District),WOODWARD,matched,1
bza-bssed-slu2021-00023-spr2021-00009-cb7a323150,2021-06-29:BSSED SLU2021-00023 & SPR2021-00009:1,95:ALGER,site-be61ed101a0f,95,ALGER,8726 Woodward & 95 Alger in a B4 Zone (General Business District and R3 Zone (Low Density Residential District),ALGER,matched,1
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1727:MERRICK,site-dc4c2b92f804,1727,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,unmatched,0
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1749:MERRICK,site-1e6165b15df3,1749,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,matched,1
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1803:MERRICK,site-e23700fcc9a1,1803,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,unmatched,0
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1807:MERRICK,site-8de82043fca6,1807,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,unmatched,0
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1813:MERRICK,site-8419fc4bec5d,1813,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,matched,1
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1819:MERRICK,site-50992b54f63d,1819,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,unmatched,0
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,1825:MERRICK,site-196b7163c64e,1825,MERRICK,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",MERRICK,matched,1
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,5135:AVERY,site-a834251e24f3,5135,AVERY,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",AVERY,matched,1
bza-29-21-cd232a5ef8,2021-07-13:29-21:1,5141:AVERY,site-c9597a10b9f6,5141,AVERY,"1727, 1749, 1803, 1807, 1813, 1819, 1825 Merrick and 5135, 5141 Avery, bordered by Avery , Putnam and Rosa Parks in a R2 - (Two-Family Residential District)",AVERY,unmatched,0
bza-30-21-d888c96eb5,2021-07-13:30-21:1,3939:THIRD,site-5e268d35eb26,3939,THIRD,"3939 Third Ave. between Selden St and W. Alexandrine St in a SD1 - (Special Development District, Small-Scale, Mixed-Use)",THIRD,matched,1
bza-34-21-04aac96c4f,2021-07-13:34-21:1,2639:AUSTIN,site-c720841f9c24,2639,AUSTIN,2639 and 2647Austin Street between St. Anne and 18th St. in a R2 - (Two-Family Residential District),AUSTIN,matched,1
bza-34-21-04aac96c4f,2021-07-13:34-21:1,2647:AUSTIN,site-0035f24a485e,2647,AUSTIN,2639 and 2647Austin Street between St. Anne and 18th St. in a R2 - (Two-Family Residential District),AUSTIN,matched,1
bza-31-21-ace9be1d9d,2021-07-20:31-21:1,4731:GRAND RIVER,site-b14f7394100b,4731,GRAND RIVER,4731 Grand River between 14th and 15th St. in a B4 - (GENERAL BUSINESS DISTRICT)- City Council District #6,GRAND RIVER,matched,1
bza-36-21-dce8b705cb,2021-07-20:36-21:1,3700:TRUMBULL,site-3e892e86a85e,3700,TRUMBULL,3700 Trumbull & 3701 Lincoln between Selden & Brainard in a R3-H - (LOW DENSITY RESIDENTIAL DISTRICT - Historic)-City Council District #6,TRUMBULL,unmatched,0
bza-36-21-dce8b705cb,2021-07-20:36-21:1,3701:LINCOLN,site-ac1be7bb243b,3701,LINCOLN,3700 Trumbull & 3701 Lincoln between Selden & Brainard in a R3-H - (LOW DENSITY RESIDENTIAL DISTRICT - Historic)-City Council District #6,LINCOLN,matched,1
bza-41-21-988b579aea,2021-08-30:41-21:1,503:HORTON,site-0ddd3cbceea2,503,HORTON,"503, 509, 515, 521 Horton and 7414 Beaubien, between Beaubien and Oakland in a R3 - (Low Density Residential District)",HORTON,matched,1
bza-41-21-988b579aea,2021-08-30:41-21:1,509:HORTON,site-2cade8ebbbbf,509,HORTON,"503, 509, 515, 521 Horton and 7414 Beaubien, between Beaubien and Oakland in a R3 - (Low Density Residential District)",HORTON,unmatched,0
bza-41-21-988b579aea,2021-08-30:41-21:1,515:HORTON,site-125549ea9c27,515,HORTON,"503, 509, 515, 521 Horton and 7414 Beaubien, between Beaubien and Oakland in a R3 - (Low Density Residential District)",HORTON,unmatched,0
bza-41-21-988b579aea,2021-08-30:41-21:1,521:HORTON,site-b4a8e6e53331,521,HORTON,"503, 509, 515, 521 Horton and 7414 Beaubien, between Beaubien and Oakland in a R3 - (Low Density Residential District)",HORTON,unmatched,0
bza-41-21-988b579aea,2021-08-30:41-21:1,7414:BEAUBIEN,site-4da6a10273cb,7414,BEAUBIEN,"503, 509, 515, 521 Horton and 7414 Beaubien, between Beaubien and Oakland in a R3 - (Low Density Residential District)",BEAUBIEN,unmatched,0
bza-99-19-59f6443f73,2021-08-30:99-19:1,5680:FRENCH,site-2c717f22d44d,5680,FRENCH,5680 French Rd.,FRENCH,matched,1
bza-slu2020-00137-2c185677d8,2021-08-30:SLU2020-00137:1,13266:E OUTER,site-acb169a3cc30,13266,E OUTER,13266 E. Outer Dr.,OUTER,matched,1
bza-slu2021-00023-547efa3864,2021-08-30:SLU2021-00023:1,8726:WOODWARD,site-593620a0e4de,8726,WOODWARD,8726 Woodward & 95 Alger in a B4 Zone (General Business District and R3 Zone (Low Density Residential District),WOODWARD,matched,1
bza-slu2021-00023-547efa3864,2021-08-30:SLU2021-00023:1,95:ALGER,site-be61ed101a0f,95,ALGER,8726 Woodward & 95 Alger in a B4 Zone (General Business District and R3 Zone (Low Density Residential District),ALGER,matched,1
bza-44-21-19025a6ffc,2021-09-21:44-21:1,2601:HARRISON,site-736fcd15a499,2601,HARRISON,2601 Harrison between Pine and Spruce in R2 Zone (Two-Family Residential District). - City Council District #6,HARRISON,matched,1
bza-45-21-6ac1bdcc56,2021-09-21:45-21:1,2623:COCHRANE,site-1de83c186444,2623,COCHRANE,2623 Cochrane between Pine and Spruce in a R2 Zone - (Two-Family Residential District) - City Council District #6,COCHRANE,matched,1
bza-56-21-13962dbe62,2021-09-21:56-21:1,2733:HARRISON,site-33f0d4760101,2733,HARRISON,2733 Harrison (2741 Harrison) between Pine and Spruce in a R2 Zone (Two-Family Residential District) -City Council District #6,HARRISON,unmatched,0
bza-56-21-13962dbe62,2021-09-21:56-21:1,2741:HARRISON,site-6a5f3b5262a9,2741,HARRISON,2733 Harrison (2741 Harrison) between Pine and Spruce in a R2 Zone (Two-Family Residential District) -City Council District #6,HARRISON,matched,1
bza-27-18-c8ce2a7370,2021-10-12:27-18:1,7900:DIX,site-a0c0576c2ef3,7900,DIX,7900 Dix,DIX,matched,1
bza-3-20-ab5d59efc6,2021-10-12:3-20:1,2540:ROSA PARKS,site-45db306e55e6,2540,ROSA PARKS,2540 Rosa Parks,ROSA PARKS,matched,1
bza-49-21-1a9cf8794a,2021-10-12:49-21:1,15510:W WARREN,site-c1d65c0724fb,15510,W WARREN,15510 & 15514 W. Warren between Greenfield and Winthrop in a B4 Zone (General Business District),WARREN,unmatched,0
bza-49-21-1a9cf8794a,2021-10-12:49-21:1,15514:W WARREN,site-28ddc1cd2cc1,15514,W WARREN,15510 & 15514 W. Warren between Greenfield and Winthrop in a B4 Zone (General Business District),WARREN,matched,1
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1628:BAGLEY,site-0eb3dc9ab0fd,1628,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,unmatched,0
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1632:BAGLEY,site-7f8e324ebe64,1632,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,unmatched,0
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1638:BAGLEY,site-68f061c485bb,1638,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,unmatched,0
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1644:BAGLEY,site-54dc50598bcd,1644,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,unmatched,0
bza-55-21-48ef6cb9d1,2021-10-12:55-21:1,1650:BAGLEY,site-918b908248e1,1650,BAGLEY,"1628, 1632, 1638, 1644 & 1650 Bagley between Rosa Parks and Trumbull in a B2-H Zone (Local Business and Residential District - Historic)",BAGLEY,matched_multiple_parcels,8
bza-28-20-22cfec2a50,2021-10-19:28-20:1,2640:S FORT,site-00e8b17b4c8e,2640,S FORT,2640 S. Fort St. between Conway and Omaha St in a R1 (Single Family Residential District)-City Council District #6,FORT,matched,1
bza-48-21-6842fc0027,2021-10-19:48-21:1,19055:W DAVISON,site-b63e4f5644b1,19055,W DAVISON,19055 W. Davison between Westwood and Artesian in M4 Zone (Intensive Industrial District)-City Council District #1,DAVISON,matched,1
bza-40-21-241d47ced9,2021-10-26:40-21:1,422:E GRAND,site-e426d0d46f02,422,E GRAND,422 E. Grand Blvd. between Kercheval and St. Paul in a R5 - (Medium Density Residential District),GRAND,matched,1
bza-42-21-7411c236b8,2021-10-26:42-21:1,127:WOODLAND,site-65f3bd39359c,127,WOODLAND,127 Woodland between John R and Woodward in a R1 (Single-Family Residential District).,WOODLAND,matched,1
bza-9-21-310ddefa62,2021-10-26:9-21:1,7631:E WARREN,site-ca5fcc072cd7,7631,E WARREN,7631 E Warren between Townsend and Baldwin in a R2 (Two-Family Residential District - TMSO),WARREN,matched,1
bza-59-21-1c38dd3618,2021-11-09:59-21:1,2713:W GRAND RIVER,site-dff2a05f8e88,2713,W GRAND RIVER,"2713, 2721 & 2737 W. Grand River between Spruce and Temple in a B4 zone (General Business District)-City Council District #6",GRAND RIVER,matched,1
bza-59-21-1c38dd3618,2021-11-09:59-21:1,2721:W GRAND RIVER,site-f9105c985c56,2721,W GRAND RIVER,"2713, 2721 & 2737 W. Grand River between Spruce and Temple in a B4 zone (General Business District)-City Council District #6",GRAND RIVER,unmatched,0
bza-59-21-1c38dd3618,2021-11-09:59-21:1,2737:W GRAND RIVER,site-fd6776644144,2737,W GRAND RIVER,"2713, 2721 & 2737 W. Grand River between Spruce and Temple in a B4 zone (General Business District)-City Council District #6",GRAND RIVER,unmatched,0
bza-60-21-edd97a26a1,2021-11-09:60-21:1,1400:PORTER,site-026137df556d,1400,PORTER,1400 Porter (aka 1408 Porter) between Trumbull and 8th in a B4 zone (General Business District)-City Council District #6,PORTER,unmatched,0
bza-60-21-edd97a26a1,2021-11-09:60-21:1,1408:PORTER,site-6b8e38e750f0,1408,PORTER,1400 Porter (aka 1408 Porter) between Trumbull and 8th in a B4 zone (General Business District)-City Council District #6,PORTER,matched,1
bza-73-21-281525e794,2021-12-21:73-21:1,6600:MT ELLIOTT,site-ea8d43ea5e6c,6600,MT ELLIOTT,6600 Mt. Elliott between Strong and Harper in (M4 Intensive Industrial District)- City Council District #5,MT ELLIOTT,matched,1
bza-74-21-4b77c7f140,2021-12-21:74-21:1,6380:MARCUS,site-7e593ebca344,6380,MARCUS,6380 Marcus between Mt. Elliott and Pease St. in a (M4 Intensive Industrial District)- City Council District #5,MARCUS,matched,1
bza-75-21-9044d745bd,2021-12-21:75-21:1,8324:WOODWARD,site-b69c4e3b14d2,8324,WOODWARD,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",WOODWARD,matched,1
bza-75-21-9044d745bd,2021-12-21:75-21:1,50:E EUCLID,site-1358923de1af,50,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,matched,1
bza-75-21-9044d745bd,2021-12-21:75-21:1,60:E EUCLID,site-01c76d3b0e5e,60,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,matched,1
bza-75-21-9044d745bd,2021-12-21:75-21:1,66:E EUCLID,site-1ee77c5ff827,66,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,unmatched,0
bza-75-21-9044d745bd,2021-12-21:75-21:1,72:E EUCLID,site-54ff9eb7baaf,72,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,unmatched,0
bza-75-21-9044d745bd,2021-12-21:75-21:1,78:E EUCLID,site-da17e3915038,78,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,unmatched,0
bza-75-21-9044d745bd,2021-12-21:75-21:1,82:E EUCLID,site-407af3129099,82,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,unmatched,0
bza-75-21-9044d745bd,2021-12-21:75-21:1,90:E EUCLID,site-b34171563ab8,90,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,matched,1
bza-75-21-9044d745bd,2021-12-21:75-21:1,96:E EUCLID,site-c01ca5af4fdd,96,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,unmatched,0
bza-75-21-9044d745bd,2021-12-21:75-21:1,100:E EUCLID,site-30bff0e01f22,100,E EUCLID,"8324 Woodward Ave. and 50,60,66,72,78,82,90,96,100 E. Euclid between Woodward and John R in an R3 - (Low Density Residential District)-City Council District #5",EUCLID,matched,1
bza-25-21-6318646cda,2022-02-15:25-21:1,10833:W SEVEN MILE,site-a83f5e3879fb,10833,W SEVEN MILE,10833 W. Seven Mile between Meyers and Wyoming in a B2 Zone (Local Business and Residential District),SEVEN MILE,matched,1
bza-80-21-7cf4389d0b,2022-02-15:80-21:1,12155:SOUTHFIELD,site-592566be1b1a,12155,SOUTHFIELD,12155 Southfield Fwy. Freeway between Plainview and Evergreen in a M4 Zone (Intensive Industrial District),SOUTHFIELD,matched,1
bza-70-21-c405bd7cdb,2022-03-29:70-21:1,6401:E DAVISON,site-2234849004a9,6401,E DAVISON,6401 E. Davison St. between Sherwood St. and mt. Elliott St. in a M4 Zone - (Intensive Industrial District).,DAVISON,matched,1
bza-77-21-46450fedf6,2022-03-29:77-21:1,7636:KIPLING,site-e2400d87c9db,7636,KIPLING,"7636, 7640, 7652, 7656 Kipling and 7639 & 7647 N. Poe between Pallister and W. Bethune in a R5 - (Medium Density Residential District)",KIPLING,unmatched,0
bza-77-21-46450fedf6,2022-03-29:77-21:1,7640:KIPLING,site-b061400110a5,7640,KIPLING,"7636, 7640, 7652, 7656 Kipling and 7639 & 7647 N. Poe between Pallister and W. Bethune in a R5 - (Medium Density Residential District)",KIPLING,matched,1
bza-77-21-46450fedf6,2022-03-29:77-21:1,7652:KIPLING,site-0c4bc4c32e78,7652,KIPLING,"7636, 7640, 7652, 7656 Kipling and 7639 & 7647 N. Poe between Pallister and W. Bethune in a R5 - (Medium Density Residential District)",KIPLING,matched,1
bza-77-21-46450fedf6,2022-03-29:77-21:1,7656:KIPLING,site-143ecc08f73c,7656,KIPLING,"7636, 7640, 7652, 7656 Kipling and 7639 & 7647 N. Poe between Pallister and W. Bethune in a R5 - (Medium Density Residential District)",KIPLING,unmatched,0
bza-77-21-46450fedf6,2022-03-29:77-21:1,7639:N POE,site-cb59f160d572,7639,N POE,"7636, 7640, 7652, 7656 Kipling and 7639 & 7647 N. Poe between Pallister and W. Bethune in a R5 - (Medium Density Residential District)",POE,unmatched,0
bza-77-21-46450fedf6,2022-03-29:77-21:1,7647:N POE,site-734ac6fc60b7,7647,N POE,"7636, 7640, 7652, 7656 Kipling and 7639 & 7647 N. Poe between Pallister and W. Bethune in a R5 - (Medium Density Residential District)",POE,unmatched,0
bza-01-22-5580a4e30b,2022-04-19:01-22:1,20569:VAUGHAN,site-aa9fd87e2f68,20569,VAUGHAN,"20569 and 20577 Vaughan, between Heyden and Evergreen in a (R1 Single-Family Residential District)- City Council District #1",VAUGHAN,matched,1
bza-01-22-5580a4e30b,2022-04-19:01-22:1,20577:VAUGHAN,site-a21e0521559c,20577,VAUGHAN,"20569 and 20577 Vaughan, between Heyden and Evergreen in a (R1 Single-Family Residential District)- City Council District #1",VAUGHAN,matched,1
bza-79-21-52fddd53d5,2022-04-19:79-21:1,2600:E GRAND,site-d2859268c180,2600,E GRAND,2600 E. Grand Blvd. between Hamtramck Dr. and Chrysler Freeway in M4 Intensive Industrial District -City Council District #5,GRAND,matched,1
bza-bseed-slu2021-00077-bd9c3a9d09,2022-04-19:BSEED SLU2021-00077:1,19460:MT ELLIOTT,site-fd98a8cfed42,19460,MT ELLIOTT,19460 Mt. Elliott between Emery and E. Lantz in a M4 (Intensive Industrial District)-City Council District #7,MT ELLIOTT,matched,1
bza-67-21-1beb30943a,2022-04-26:67-21:1,16711:BURT,site-4f14479ee74a,16711,BURT,16711 Burt Rd. between Pierson and Trinity in a (R5 - Medium Density Residential District)-City Council District #1,BURT,matched,1
bza-7-22-e8bc45c9d7,2022-04-26:7-22:1,10345:W EIGHT MILE,site-929301754953,10345,W EIGHT MILE,10345 W. Eight Mile Rd. between Birwood and Griggs in a (B2 District).-City Council District #2,EIGHT MILE,matched,1
bza-82-21-76e3fe3dd8,2022-04-26:82-21:1,6773:E DAVISON,site-8c65f83406f3,6773,E DAVISON,6773 E. Davison between Carrie Ave and Sherwood St. in a M4 (Intensive Industrial District)-City Council District #3,DAVISON,matched,1
bza-3-22-cd12f2bbc2,2022-05-10:3-22:1,8817:LYNDON,site-f43ec5be7edc,8817,LYNDON,8817 Lyndon between Wyoming and Cloverdale in a M4 Zone (Intensive Industrial District) - City Council District #6,LYNDON,matched,1
bza-61-21-d38fa68bf4,2022-05-10:61-21:1,14442:HARBOR ISLAND,site-7e18d5d4538b,14442,HARBOR ISLAND,14442 Harbor Island between Lakewood and Alter Rd. in R1 Zone (Single-Family Residential District) – City Council District #4,HARBOR ISLAND,matched,1
bza-8-22-922c1bb173,2022-05-10:8-22:1,225:MANISTIQUE,site-1b2c993fcab3,225,MANISTIQUE,225 Manistique between Korte and Scripps in a R2 Zone (Two-Family Residential District) - City Council District #4,MANISTIQUE,matched,1
bza-9-22-9fe538539b,2022-05-10:9-22:1,3985:COMMONWEALTH,site-f0b4c93190cf,3985,COMMONWEALTH,3985 Commonwealth between Selden and W. Alexandrine in a R2 Zone (Two-Family Residential District) - City Council District #6,COMMONWEALTH,matched,1
bza-11-22-50abfc40df,2022-05-17:11-22:1,7741:LYNDON,site-fff199719979,7741,LYNDON,7741 Lyndon between Livernois and Cloverdale in a M4 Zone (Intensive Industrial District) - City Council District #5,LYNDON,matched,1
bza-13-22-b4f37988c4,2022-05-17:13-22:1,18017:E WARREN,site-3922f9ef5405,18017,E WARREN,18017 E. Warren Ave. between Farmbrook and Radnor in a B4 Zone (General Business District) - City Council District #4,WARREN,matched,1
bza-42-22-b5f8284c87,2022-08-30:42-22:1,8325:LANE,site-4f951333bd38,8325,LANE,8325 Lane St. between Mullane and Lawndale in an R2 (Two-Family Residential District)-City Council District #6,LANE,matched,1
bza-43-22-cb2a611acd,2022-08-30:43-22:1,2978:ANDERDON,site-7e27dd4cec40,2978,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,matched,1
bza-43-22-cb2a611acd,2022-08-30:43-22:1,2984:ANDERDON,site-f5456b5a41d6,2984,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,unmatched,0
bza-43-22-cb2a611acd,2022-08-30:43-22:1,2992:ANDERDON,site-4d8f3f65c113,2992,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,unmatched,0
bza-43-22-cb2a611acd,2022-08-30:43-22:1,3014:ANDERDON,site-58f389a46438,3014,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,unmatched,0
bza-43-22-cb2a611acd,2022-08-30:43-22:1,3020:ANDERDON,site-031cd02b9381,3020,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,unmatched,0
bza-43-22-cb2a611acd,2022-08-30:43-22:1,3030:ANDERDON,site-0c30a2d6044a,3030,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,matched,1
bza-43-22-cb2a611acd,2022-08-30:43-22:1,3034:ANDERDON,site-3a6680f42ea8,3034,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,unmatched,0
bza-43-22-cb2a611acd,2022-08-30:43-22:1,3042:ANDERDON,site-6490de861a6b,3042,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,unmatched,0
bza-43-22-cb2a611acd,2022-08-30:43-22:1,3050:ANDERDON,site-e1bfad5c2f1a,3050,ANDERDON,"2978, 2984, 2992, 3014, 3020, 3030, 3034, 3042, 3050,3056 & 3060 Anderdon, between Charlevoix St. and Goethe St. in an R2 (Two-Family Residential District)-City Council District #4",ANDERDON,unmatched,0
